id,name,popularity,genres,year
06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,['pop'],2022
3TVXtAsR1Inumwj472S9r4,Drake,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",2022
40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,91,['classic oklahoma country'],2022
4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,91,['contemporary country'],2022
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,92,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2022
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,95,"['art pop', 'pop']",2022
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,92,"['chicago rap', 'hip hop', 'rap']",2022
7dGJo4pcD2V6oG8kP0tJRR,Eminem,93,"['detroit hip hop', 'hip hop', 'rap']",2022
1RyvyyTE3xzB2ZywiAwp0i,Future,91,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",2022
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,93,"['rap', 'slap house']",2022
7GlBOeep6PqTfFi59PTUUN,Chappell Roan,89,"['indie pop', 'pov: indie']",2022
246dkjvS1zLTtiykXe5h60,Post Malone,91,"['dfw rap', 'melodic rap', 'pop', 'rap']",2022
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",2022
4q3ewBCX7sLwd24euuV69X,Bad Bunny,94,"['reggaeton', 'trap latino', 'urbano latino']",2022
718COspgdWOnwOFpJHRZHS,Luke Combs,87,"['contemporary country', 'country']",2022
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,89,['rap'],2022
12GqGscKJx3aE4t07u7eVZ,Peso Pluma,92,"['corridos tumbados', 'sad sierreno']",2022
1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,86,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",2022
7tYKF4w9nC0nq9CsPZTHyP,SZA,89,"['pop', 'r&b', 'rap']",2022
1URnnhqYAYcrqrcwql10ft,21 Savage,88,"['atl hip hop', 'hip hop', 'rap']",2022
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,90,['pop'],2022
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,91,"['art pop', 'pop']",2022
25uiPmTg16RbhZWAqwLBy5,Charli xcx,88,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",2022
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,90,"['barbadian pop', 'pop', 'urban contemporary']",2022
2RQXRUsr4IW1f3mKyKsy4B,Noah Kahan,85,['pov: indie'],2022
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,86,"['chicago rap', 'melodic rap', 'rap']",2022
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,91,['pop'],2022
5f7VJjfbwm532GiveGC0ZK,Lil Baby,86,"['atl hip hop', 'atl trap', 'rap', 'trap']",2022
55Aa2cqylxrFIXC767Z865,Lil Wayne,85,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",2022
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,87,"['emo rap', 'miami hip hop', 'rap']",2022
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,85,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2022
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,86,"['atl hip hop', 'melodic rap', 'rap', 'trap']",2022
790FomKkXshlbRYZFtlgla,KAROL G,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2022
0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,87,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",2022
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",85,"['hip hop', 'rap']",2022
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,87,['pop'],2022
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,86,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",2022
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,84,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",2022
2FXC3k01G6Gw61bmprjgqS,Hozier,86,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",2022
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,87,"['r&b', 'rap']",2022
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,86,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",2022
7Gi6gjaWy3DxyilpF1a8Is,Junior H,89,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",2022
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,89,"['dance pop', 'pop']",2022
4YLtscXsxbVgi031ovDDdh,Chris Stapleton,82,"['contemporary country', 'outlaw country']",2022
4Gso3d4CscCijv0lmajZWs,Don Toliver,85,['rap'],2022
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,85,"['hip pop', 'pop', 'queens hip hop', 'rap']",2022
2LRoIwlKmHjgvigdNGBHNo,Feid,91,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2022
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,83,"['r&b', 'rap']",2022
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,89,"['canadian pop', 'pop']",2022
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,81,"['baton rouge rap', 'rap']",2022
6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,"['pop', 'r&b']",2022
3xvaSlT4xsyk6lY1ESOspO,Disney,84,[],2022
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,90,"['permanent wave', 'pop']",2022
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,89,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2022
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,84,"['east coast hip hop', 'hip hop', 'rap']",2022
19k8AgwwTSxeaxkOuCQEJs,Jelly Roll,81,"['country rap', 'nashville hip hop', 'tennessee hip hop']",2022
1oSPZhvZMIrWW5I41kPkkY,Jimin,89,['k-pop'],2022
181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,82,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",2022
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,85,"['dance pop', 'pop']",2022
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,82,"['atl hip hop', 'hip hop', 'rap']",2022
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,84,['colombian pop'],2022
6LuN9FCkKOj5PcnpouEgny,Khalid,85,"['pop', 'pop r&b']",2022
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,88,"['dance pop', 'pop', 'uk pop']",2022
22wbnEMDvgVIAGdFeek6ET,Benson Boone,85,['singer-songwriter pop'],2022
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,90,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",2022
50co4Is1HCEo8bhOyUWKpn,Young Thug,83,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",2022
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,88,"['modern rock', 'pop', 'rock']",2022
4LLpKhyESsyAXpc4laK94U,Mac Miller,82,"['hip hop', 'pittsburgh rap', 'rap']",2022
6qxpnaukVayrQn6ViNvu9I,BigXthaPlug,79,['southern hip hop'],2022
7CajNmpbOovFoOoasH2HaY,Calvin Harris,87,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",2022
13ZEDW6vyBF12HYcZRr4EV,Tyler Childers,79,"['kentucky indie', 'kentucky roots', 'outlaw country']",2022
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,86,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2022
0elWFr7TW8piilVRYJUe4P,Natanael Cano,88,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",2022
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,85,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",2022
4tuJ0bMpJh08umKkEXKUI5,Gracie Abrams,83,['alt z'],2022
2kCcBybjl3SAtIcwdWpUe3,Lil Peep,83,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",2022
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,81,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",2022
3hcs9uc56yIGFCSy9leWe7,Lil Durk,81,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",2022
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,81,"['kentucky hip hop', 'r&b', 'rap']",2022
57vWImR43h4CaDao012Ofp,Steve Lacy,81,['afrofuturism'],2022
2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,83,['australian hip hop'],2022
3l0CmX0FuQjFxr8SK7Vqag,Clairo,81,"['bedroom pop', 'indie pop', 'pov: indie']",2022
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,83,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2022
0QUBaF6Rtta4TTmxYYfzux,White Noise Radiance,81,['shush'],2022
3gBZUcNeVumkeeJ19CY2sX,Ken Carson,80,['rage rap'],2022
2uYWxilOVlUdk4oV9DvwqK,Mitski,83,"['brooklyn indie', 'pov: indie']",2022
4rXABp4A7KjG9elWFNAbO4,Miracle Tones,81,"['healing hz', 'meditation']",2022
66ihevNkSYNzRAl44dx6jJ,Carin Leon,86,"['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']",2022
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,87,"['pop', 'singer-songwriter pop', 'uk pop']",2022
6icQOAFXDZKsumw3YXyusw,Lil Yachty,80,"['atl hip hop', 'melodic rap', 'rap', 'trap']",2022
6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,80,"['melodic rap', 'rap', 'trap']",2022
3qiHUAX7zY4Qnjx8TNUzVx,Yeat,81,"['pluggnb', 'rage rap']",2022
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,82,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",2022
5nSGBmlgUdqWNExnOX8VtV,Rain Sounds,80,"['environmental', 'sleep', 'sound', 'water']",2022
1WaFQSHVGZQJTbf0BdxdNo,Tommy Richman,82,['chill abstract hip hop'],2022
6AgTAQt8XS6jRWi4sX7w49,Polo G,80,"['chicago rap', 'rap']",2022
0TnOYISbd1XYRBk9myaseg,Pitbull,85,"['dance pop', 'miami hip hop', 'pop']",2022
3y2cIKLjiOlp1Np37WiUdH,Shaboozey,81,['pop rap'],2022
6jJ0s89eD6GaHleKKya26X,Katy Perry,85,['pop'],2022
0pePYDrJGk8gqMRbXrLJC8,Luis R Conriquez,84,"['corrido', 'norteno', 'sad sierreno', 'sierreno']",2022
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,87,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2022
04gDigrS5kc9YWfZHwBETP,Maroon 5,85,['pop'],2022
64KEffDW9EtZ1y2vBYgq8T,Marshmello,83,"['brostep', 'edm', 'pop', 'progressive electro house']",2022
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,84,"['modern alternative rock', 'modern rock', 'pop']",2022
2R21vXR83lH98kGeO99Y66,Anuel AA,88,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",2022
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,85,"['art pop', 'dance pop', 'pop']",2022
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,85,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2022
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,87,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2022
6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,['pop'],2022
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,83,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",2022
2dIgFjalVxs4ThymZ67YCE,Stray Kids,85,"['k-pop', 'k-pop boy group', 'pop']",2022
7iK8PXO48WeuP03g8YR51W,Myke Towers,88,"['reggaeton', 'trap latino', 'urbano latino']",2022
6XkjpgcEsYab502Vr1bBeW,Grupo Frontera,84,['musica chihuahuense'],2022
33qOK5uJ8AR2xuQQAhHump,Teddy Swims,83,[],2022
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,82,"['modern rock', 'pop', 'pov: indie', 'rock']",2022
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,85,"['piano rock', 'pop']",2022
5OWksQm7ONWIGZqMXovSli,Calmly,80,[],2022
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,81,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",2022
45dkTj5sMRSjrmBSBeiHym,Tate McRae,82,['pop'],2022
3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,82,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'rock', 'southern rock', 'swamp rock']",2022
1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex,83,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",2022
45TgXXqMDdF8BkjA83OM7z,Rod Wave,77,['florida rap'],2022
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,86,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2022
6Ghvu1VvMGScGpOUJBAHNH,Deftones,79,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2022
23zg3TcAtWQy7J6upgbUnj,USHER,82,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",2022
6olE6TJLqED3rqDCT0FyPh,Nirvana,82,"['grunge', 'permanent wave', 'rock']",2022
7gW0r5CkdEUMm42w9XpyZO,Laufey,81,['gen z singer-songwriter'],2022
6PH3FLQAxtqYy46Zv08bpV,Ivan Cornejo,80,['sad sierreno'],2022
3q7HBObVc0L8jNeTe5Gofh,50 Cent,83,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",2022
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,82,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",2022
5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,78,['r&b'],2022
2ye2Wgw4gimLv2eAKyk1NB,Metallica,83,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",2022
5tQMB0cuNXdCtzovGt55uD,LUCKI,76,['plugg'],2022
4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,80,"['melodic rap', 'pluggnb', 'rap']",2022
4dpARuHxo51G3z768sgnrY,Adele,86,"['british soul', 'pop', 'pop soul', 'uk pop']",2022
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,80,"['alt z', 'electropop', 'pop']",2022
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,80,"['r&b', 'rap', 'urban contemporary']",2022
1dfeR4HaWDbWqFHLkxsg1d,Queen,85,"['classic rock', 'glam rock', 'rock']",2022
7oPftvlwr6VrsViSDV7fJY,Green Day,81,"['modern rock', 'permanent wave', 'punk', 'rock']",2022
3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,80,"['edmonton indie', 'lo-fi indie', 'pov: indie', 'slacker rock']",2022
711MCceyCBcFnzjGY4Q7Un,AC/DC,83,"['australian rock', 'hard rock', 'rock']",2022
70kkdajctXSbqSMJbQO424,Kacey Musgraves,77,"['classic texas country', 'country dawn']",2022
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,78,"['melodic rap', 'rap', 'trap']",2022
3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,76,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",2022
5Ppie0uPnbnvGBYRwYmlt0,Megan Moroney,76,"['contemporary country', 'modern country pop']",2022
6TIYQ3jFPwQSRmorSezPxX,mgk,79,"['ohio hip hop', 'pop rap']",2022
6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,79,"['alternative pop rock', 'pov: indie']",2022
0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,76,"['contemporary country', 'country', 'country road', 'modern country rock']",2022
0EmeFodog0BfCgMzAIvKQp,Shakira,86,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2022
3Nrfpe0tUJi4K4DXYWgMUX,BTS,86,"['k-pop', 'k-pop boy group', 'pop']",2022
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,83,['pop'],2022
31TPClRtHm23RisEBtV3X7,Justin Timberlake,81,"['dance pop', 'pop']",2022
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,83,"['r&b', 'soul']",2022
1Yj5Xey7kTwvZla8sqdsdE,Cris Mj,87,"['mambo chileno', 'trap latino', 'urbano chileno', 'urbano latino']",2022
16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,79,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2022
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,81,['canadian contemporary r&b'],2022
1Tie3AZgLQZqYEp8Fv4zOZ,Koe Wetzel,75,"['classic texas country', 'modern country pop']",2022
5QNm7E7RU2m64l6Gliu8Oy,HARDY,76,"['contemporary country', 'modern country pop']",2022
3PhoLpVuITZKcymswpck5b,Elton John,83,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2022
6zLBxLdl60ekBLpawtT63I,Cody Johnson,75,"['classic texas country', 'contemporary country', 'modern country pop']",2022
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,81,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2022
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,79,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2022
5INjqkS1o8h1imAzPqGZBb,Tame Impala,80,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",2022
360IAlyVv4PCEVjgyMZrxK,Miguel,79,"['r&b', 'urban contemporary']",2022
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,86,['k-pop'],2022
57LYzLEk2LcFghVwuWbcuS,Summer Walker,79,"['r&b', 'rap']",2022
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,79,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",2022
4Z8W4fKeB5YxbusRsdQVPb,Radiohead,81,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",2022
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,84,"['boy band', 'pop', 'post-teen pop', 'talent show']",2022
0RESbWvOMyua0yuyVrztJ5,Key Glock,76,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",2022
4r63FhuTkUYltbVAg5TQnk,DaBaby,78,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",2022
35l9BRT7MXmM8bv2WDQiyB,beabadoobee,79,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",2022
26VFTg2z8YR0cCuwLzESi2,Halsey,81,"['electropop', 'etherpop', 'indie poptimism', 'pop']",2022
4kYSro6naA4h99UJvo89HB,Cardi B,80,"['pop', 'rap']",2022
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,79,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2022
0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,78,"['memphis hip hop', 'rap']",2022
4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,78,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",2022
0VRj0yCOv2FXJNP47XQnx5,Quavo,80,"['atl hip hop', 'melodic rap', 'rap', 'trap']",2022
2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,82,"['reggae', 'roots reggae']",2022
3win9vGIxFfBRag9S63wwf,Bailey Zimmerman,75,"['contemporary country', 'modern country pop']",2022
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,84,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",2022
1r4hJ1h58CWwUQe3MxPuau,Maluma,85,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2022
3l9G1G9MxH6DaRhwLklaf5,Oscar Maydon,84,"['corrido', 'sierreno']",2022
5H4yInM5zmHqpKIoMNAx4r,Central Cee,83,"['melodic drill', 'r&drill']",2022
3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,76,['trap queen'],2022
6Sbl0NT50roqWvy746MfVf,Gabito Ballesteros,83,"['corrido', 'sierreno']",2022
6deZN1bslXzeGvOLaLMOIF,Nickelback,79,"['alternative metal', 'canadian rock', 'post-grunge']",2022
3aQeKQSyrW4qWr35idm0cy,T-Pain,78,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2022
6FBDaR13swtiWwGhX1WQsP,blink-182,78,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",2022
6Cqtx9fpxzggIMuKn0RGCp,Dream Supplier,79,[],2022
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,83,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",2022
0c173mlxpT3dSFRgMO8XPh,Big Sean,78,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",2022
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,80,"['dance pop', 'pop']",2022
6LqNN22kT3074XbTVUrhzX,Kesha,79,"['dance pop', 'pop']",2022
48zEowASEXWsK6lgP1xotZ,Baby Sleeps,79,[],2022
2QMsj4XJ7ne2hojxt6v5eb,Riley Green,75,"['contemporary country', 'modern country pop']",2022
5R9eOlQf7HGzD6srMeJKio,Solfeggio Healing Frequencies MT,77,"['healing hz', 'meditation', 'solfeggio product']",2022
2qoQgPAilErOKCwE2Y8wOG,GloRilla,76,['southern hip hop'],2022
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,80,"['melodic rap', 'rap', 'trap']",2022
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,80,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2022
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,78,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",2022
0z4gvV4rjIZ9wHck67ucSV,Akon,82,['dance pop'],2022
2wY79sveU1sp5g7SokKOiI,Sam Smith,83,"['pop', 'uk pop']",2022
3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,74,"['contemporary country', 'country', 'country road', 'modern country rock']",2022
5vngPClqofybhPERIqQMYd,George Strait,74,"['contemporary country', 'country', 'country road']",2022
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,79,"['album rock', 'british invasion', 'classic rock', 'rock']",2022
