artist_id,artist_name,popularity,genres,year,simplified_genre
6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,74,"['contemporary country', 'country', 'country road', 'modern country rock']",2021,Country
6V5fHkuCfZknzDBr5Wm7Rj,leftovermax,81,[],2021,Other
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,79,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2021,Hip Hop
26dSoYclwsYLMAKD3tpOr4,Britney Spears,81,"['dance pop', 'pop']",2021,Pop
69GGBxA162lTqCwzJG5jLp,The Chainsmokers,82,['pop'],2021,Pop
74XFHRwlV6OrjEM0A2NCMF,Paramore,78,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",2021,Pop
77kULmXAQ6vWer7IIHdGzI,Jordan Davis,74,['contemporary country'],2021,Country
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",2021,Pop
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,76,"['black americana', 'contemporary country', 'country', 'country road']",2021,Country
6tPHARSq45lQ8BSALCfkFC,Lainey Wilson,74,"['contemporary country', 'modern country pop']",2021,Country
3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,73,"['contemporary country', 'country', 'country road']",2021,Country
05fG473iIaoy82BF1aGhL8,Slipknot,79,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2021,Metal
0XeEobZplHxzM9QzFQWLiR,Eslabon Armado,77,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",2021,Other
5WUlDfRSoLAfcVSX1WnrxN,Sia,84,['pop'],2021,Pop
4YRxDV8wJFPHPTeXepOstw,Arijit Singh,90,"['filmi', 'modern bollywood']",2021,Other
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,79,"['alternative hip hop', 'modern rock', 'rock']",2021,Hip Hop
1ZwdS5xdxEREPySFridCfh,2Pac,79,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2021,Funk
5SXuuuRpukkTvsLuUknva1,Baby Keem,76,"['hip hop', 'rap']",2021,Hip Hop
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,76,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",2021,Rap
6QtgPSJPSzcnn7dPZ4VINp,King Von,76,"['chicago rap', 'rap']",2021,Rap
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,76,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021,Hip Hop
4MoAOfV4ROWofLG3a3hhBN,Jon Pardi,74,"['contemporary country', 'country', 'country road', 'modern country rock']",2021,Country
0hEurMDQu99nJRq8pTxO14,John Mayer,77,"['neo mellow', 'singer-songwriter']",2021,Other
4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,81,"['dance pop', 'pop']",2021,Pop
33ScadVnbm2X8kkUqOkC6Z,Don Omar,83,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2021,Hip Hop
5fMUXHkw8R8eOP2RNVYEZX,Diplo,78,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",2021,Pop
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,75,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",2021,Rock
1KCSPY1glIKqW2TotWuXOR,P!nk,81,"['dance pop', 'pop']",2021,Pop
3BAgmPNIK5IJl7zMK1wvMA,That Mexican OT,73,['texas latin rap'],2021,Rap
2yLzlEFtIS0Q9UkyBZdQA7,Jessie Murph,74,"['modern country pop', 'singer-songwriter pop']",2021,Pop
0EdvGhlC1FkGItLOWQzG4J,Sublime,73,"['rap rock', 'reggae fusion', 'ska mexicano', 'ska punk']",2021,Rock
6U3ybJ9UHNKEdsH7ktGBZ7,JID,77,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",2021,Hip Hop
6lcwlkAjBPSKnFBZjjZFJs,Alex G,76,"['philly indie', 'pov: indie', 'slacker rock']",2021,Indie
1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,80,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",2021,Metal
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,77,['pop'],2021,Pop
6EPlBSH2RSiettczlz7ihV,Sleepy Hallow,75,"['brooklyn drill', 'nyc rap']",2021,Rap
7ITMCzIU9uII8gwRg8JAhc,Odetari,78,"['krushclub', 'sigilkore']",2021,Other
1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,77,"['indie pop', 'la indie', 'pov: indie']",2021,Pop
3LZZPxNDGDFVSIPqf4JuEf,Ice Spice,78,['bronx drill'],2021,Other
0jnsk9HBra6NMjO2oANoPY,Flo Rida,80,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2021,Pop
6yJCxee7QumYr820xdIsjo,Zac Brown Band,73,"['contemporary country', 'country', 'country road', 'modern country rock']",2021,Country
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,76,"['album rock', 'classic rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",2021,Rock
5y8tKLUfMvliMe8IKamR32,d4vd,78,['bedroom pop'],2021,Pop
3ipn9JLAPI5GUEo4y4jcoi,Ludacris,77,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021,Hip Hop
2IvkS5MXK0vPGnwyJsrEyV,Eric Church,73,"['contemporary country', 'country', 'country road']",2021,Country
3YCKuqpv9nCsIhJ2v8SMix,Elevation Worship,75,"['ccm', 'christian music', 'worship']",2021,Other
0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,79,"['brooklyn drill', 'hip hop', 'rap']",2021,Hip Hop
0PCCGZ0wGLizHt2KZ7hhA2,Artemas,80,[],2021,Other
3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,78,"['escape room', 'hip hop', 'indie soul', 'neo soul']",2021,Hip Hop
0XwVARXT135rw8lyw1EeWP,Christian Nodal,81,"['mariachi', 'musica mexicana', 'ranchera']",2021,Other
0ECwFtbIWEVNwjlrfc6xoL,Eagles,76,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2021,Rock
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,78,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",2021,Metal
23fqKkggKUBHNkbKtXEls4,Kygo,81,"['edm', 'pop', 'pop dance', 'tropical house']",2021,Pop
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,78,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",2021,Rock
2n2RSaZqBuUUukhbLlpnE6,Sleep Token,75,['prog metal'],2021,Metal
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,81,"['pop', 'post-teen pop']",2021,Pop
1z7b1Pr1rSlvWRzsW3HOrS,Russ,75,"['hawaiian hip hop', 'pop rap']",2021,Hip Hop
3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,77,['neo mellow'],2021,Other
4xRYI6VqpkE3UwrDrAZL8L,Logic,75,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",2021,Hip Hop
3yY2gUcIsjMr8hjo51PoJ8,The Smiths,78,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",2021,Rock
3MdXrJWsbVzdn6fe5JYkSQ,Latto,79,['trap queen'],2021,Rap
329e4yvIujISKGKz1BZZbO,Farruko,82,"['reggaeton', 'trap latino', 'urbano latino']",2021,Reggae
1dKdetem2xEmjgvyymzytS,Grupo Firme,80,"['banda', 'musica mexicana', 'norteno', 'sierreno']",2021,Other
0C0XlULifJtAgn6ZNCW2eu,The Killers,78,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",2021,Rock
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,83,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2021,Pop
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,74,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",2021,Country
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,77,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",2021,Hip Hop
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,76,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",2021,Rap
3444S3C4U9Ts86BnCtSPRV,Treaty Oak Revival,72,"['modern country pop', 'texas country']",2021,Pop
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,80,"['electro', 'filter house', 'rock']",2021,House
2pAWfrd7WFF3XhVt9GooDL,MF DOOM,76,"['east coast hip hop', 'hip hop', 'instrumental hip hop', 'rap']",2021,Hip Hop
17lzZA2AlOHwCwFALHttmp,2 Chainz,75,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021,Hip Hop
4iJLPqClelZOBCBifm8Fzv,Pierce The Veil,73,"['modern rock', 'pop punk', 'screamo']",2021,Rock
3YbOSxo85kla7RID8ugnW3,Los Temerarios,79,"['grupera', 'musica mexicana']",2021,Other
2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,72,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",2021,Country
1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,72,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021,Rap
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,77,"['melodic rap', 'rap', 'trap']",2021,Rap
1qto4hHid1P71emI6Fd8xi,Aventura,80,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']",2021,Hip Hop
1bfl0AU8SqmLkElptOprhC,Julión Álvarez y su Norteño Banda,81,"['banda', 'musica mexicana', 'norteno', 'sad sierreno']",2021,Other
0LcJLqbBmaGUft1e9Mm8HV,ABBA,81,"['europop', 'swedish pop']",2021,Pop
78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,76,['bedroom pop'],2021,Pop
4SsVbpTthjScTS7U2hmr1X,Arcángel,83,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2021,Hip Hop
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,81,"['anime', 'k-pop boy group']",2021,Anime
2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,75,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",2021,Metal
6oMuImdp5ZcFhWP0ESe6mG,Migos,75,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021,Hip Hop
4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,78,"['bedroom pop', 'pop', 'pov: indie']",2021,Pop
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,77,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",2021,Rap
163tK9Wjr9P9DmM0AVK7lm,Lorde,77,"['art pop', 'metropopolis', 'nz pop', 'pop']",2021,Pop
1G9G7WwrXka3Z1r7aIDjI7,Outkast,76,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",2021,Hip Hop
687cZJR45JO7jhk1LHIbgq,Tems,78,"['afro r&b', 'afrobeats', 'alte', 'nigerian pop']",2021,R&B
6nVcHLIgY5pE2YCl8ubca1,JHAYCO,82,"['reggaeton', 'trap latino', 'urbano latino']",2021,Reggae
1UTPBmNbXNTittyMJrNkvw,Blake Shelton,74,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",2021,Country
2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,80,"['banda', 'musica mexicana', 'norteno']",2021,Other
3jOstUTkEu2JkjvRdBA5Gu,Weezer,74,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",2021,Rock
3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,78,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",2021,Rock
3HiuzBlSW7pGDXlSFMhO2g,Young Dolph,71,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",2021,Hip Hop
3Me35AWHCGqW4sZ7bWWJt1,Xavi,78,['sad sierreno'],2021,Other
67hb7towEyKvt5Z8Bx306c,Empire Of The Sun,77,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",2021,Pop
2sSGPbdZJkaSE2AbcGOACx,The Marías,74,"['bedroom pop', 'la indie']",2021,Pop
23xFbA9rYgRX8mreqysWPc,BossMan Dlow,72,[],2021,Other
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,80,"['dance pop', 'pop']",2021,Pop
7kplJl06UmldxLKseURAYi,Warren Zeiders,72,['modern country pop'],2021,Pop
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,80,"['dance pop', 'pop', 'pop rap']",2021,Pop
0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,78,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",2021,Rock
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,78,"['neo soul', 'pop', 'r&b']",2021,Soul
4GGfAshSkqoxpZdoaHm7ky,ERNEST,72,['modern country pop'],2021,Pop
6fxyWrfmjcbj5d12gXeiNV,Denzel Curry,74,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",2021,Rap
3RNrq3jvMZxD9ZyoOZbQOD,Korn,76,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2021,Metal
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,78,"['hip pop', 'pop']",2021,Pop
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,76,"['adult standards', 'easy listening', 'lounge']",2021,Other
6s22t5Y3prQHyaHWUN1R1C,AJR,73,['pov: indie'],2021,Indie
1vCWHaC5f2uS3yhpwWbIA6,Avicii,81,"['dance pop', 'edm', 'pop', 'pop dance']",2021,Pop
0rvjqX7ttXeg3mTy8Xscbt,Journey,76,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",2021,Rock
1wRPtKGflJrBx9BmLsSwlU,Pritam,87,"['filmi', 'indian instrumental', 'modern bollywood']",2021,Other
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,80,"['glam metal', 'hard rock', 'rock']",2021,Metal
44NX2ffIYHr6D4n7RaZF7A,Van Morrison,75,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",2021,Rock
0YinUQ50QDB7ZxSCLyQ40k,Mustard,75,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021,Rap
2oQX8QiMXOyuqbcZEFsZfm,El Alfa,78,"['dembow', 'rap dominicano', 'trap latino', 'urbano latino']",2021,Rap
5LHRHt1k9lMyONurDHEdrp,Tyga,78,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021,Hip Hop
3qsKSpcV3ncke3hw52JSMB,Young Miko,80,"['trap latino', 'urbano latino']",2021,Rap
02kJSzxNuaWGqwubyUba0Z,G-Eazy,77,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",2021,Pop
3XxNRirzbjfLdDli06zMaB,Eyedress,76,"['noise pop', 'pov: indie']",2021,Pop
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,75,"['pop', 'r&b', 'rap']",2021,Pop
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,80,"['indietronica', 'metropopolis', 'pop', 'uk pop']",2021,Indie
6tbjWDEIzxoDsBA1FuhfPW,Madonna,80,"['dance pop', 'pop']",2021,Pop
7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,79,['alternative r&b'],2021,R&B
2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,73,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",2021,Hip Hop
5LfGQac0EIXyAN8aUwmNAQ,The Offspring,77,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",2021,Metal
6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,75,"['arkansas country', 'outlaw country', 'rock']",2021,Country
1gW6pz5n1aK249L0GvfQCC,Grupo Marca Registrada,78,"['corrido', 'norteno', 'sad sierreno']",2021,Other
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,77,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",2021,Pop
3Isy6kedDrgPYoTS1dazA9,Sean Paul,81,"['dance pop', 'dancehall', 'pop', 'pop rap']",2021,Pop
4mxWe1mtYIYfP040G38yvS,Alan Jackson,73,['country'],2021,Country
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,75,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",2021,Pop
6roFdX1y5BYSbp60OTJWMd,Tim McGraw,72,"['contemporary country', 'country', 'country road']",2021,Country
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,78,"['dance pop', 'pop', 'pop rap']",2021,Pop
0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,71,"['contemporary country', 'country', 'country road']",2021,Country
3FUY2gzHeIiaesXtOAdB7A,Train,76,"['dance pop', 'neo mellow', 'pop', 'pop rock']",2021,Pop
2gBjLmx6zQnFGQJCAQpRgw,Nelly,75,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2021,Pop
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,78,"['rock-and-roll', 'rockabilly']",2021,Rock
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,77,"['dance pop', 'pop', 'urban contemporary']",2021,Pop
3JsHnjpbhX4SnySpvpa9DK,V,82,"['j-division', 'korean ost']",2021,Other
165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,76,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2021,Metal
4OBJLual30L7gRl5UkeRcT,T.I.,74,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021,Hip Hop
4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,79,"['pop', 'uk pop']",2021,Pop
45gHcnDnMC15sgx3VL7ROG,42 Dugg,71,"['detroit trap', 'southern hip hop', 'trap']",2021,Rap
3bO19AOone0ubCsfDXDtYt,Myles Smith,78,['singer-songwriter pop'],2021,Pop
3UUJfRbrA2nTbcg4i0MOwu,Original Broadway Cast of Hamilton,73,"['broadway', 'show tunes']",2021,Other
28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,70,['trop rock'],2021,Rock
6y8XlgIV8BLlIg1tT1R10i,Old Dominion,71,"['contemporary country', 'country', 'country road', 'modern country rock']",2021,Country
4fxd5Ee7UefO4CUXgwJ7IP,Giveon,76,['r&b'],2021,R&B
1Oa0bMld0A3u5OTYfMzp5h,Nate Dogg,77,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap']",2021,Funk
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,73,"['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']",2021,Rock
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,73,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021,Rap
3hYtANQYrE6pd2PbtEyTIy,Los Tigres Del Norte,77,"['banda', 'musica mexicana', 'norteno', 'ranchera']",2021,Other
0sKsReKseslDlhxmbN6wLk,BabyTron,72,"['detroit hip hop', 'scam rap']",2021,Hip Hop
1bdnGJxkbIIys5Jhk1T74v,Brandon Lake,72,"['ccm', 'worship']",2021,Other
2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,74,"['alternative metal', 'pop punk', 'rap metal']",2021,Metal
3Y7RZ31TRPVadSFVy1o8os,H.E.R.,75,"['r&b', 'rap']",2021,R&B
014WIDx7H4BRCHB1faiisK,Los Tucanes De Tijuana,75,"['banda', 'corrido', 'musica bajacaliforniana', 'musica mexicana', 'norteno']",2021,Other
5zixe6AbgXPqt4c1uSl94L,Connor Price,74,['singer-songwriter pop'],2021,Pop
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,77,"['australian pop', 'pop', 'viral pop']",2021,Pop
40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,73,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']",2021,Metal
3KV3p5EY4AvKxOlhGHORLg,Jeremih,74,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2021,Rap
69tiO1fG8VWduDl3ji2qhI,Mt. Joy,71,"['pov: indie', 'stomp and holler']",2021,Indie
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,80,"['pop', 'viral pop']",2021,Pop
4obzFoKoKRHIphyHzJ35G3,Becky G,78,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",2021,Pop
2YRyPiW98bpkARAS4B3OQP,Dei V,81,"['trap latino', 'urbano latino']",2021,Rap
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,77,"['pop rap', 'seattle hip hop']",2021,Pop
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,80,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2021,Hip Hop
0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,77,['alternative metal'],2021,Metal
4sCKpwwEsgReZxjtKFm2A0,Tucker Wetmore,71,['modern country pop'],2021,Pop
7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,79,"['k-pop', 'k-pop boy group']",2021,Pop
58lV9VcRSjABbAbfWS6skp,Bon Jovi,79,"['glam metal', 'rock']",2021,Metal
0SwO7SWeDHJijQ3XNS7xEE,MGMT,74,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",2021,Rock
35WVTyRnKAoaGExqgktVyb,Hotel Ugly,75,['modern indie pop'],2021,Pop
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,77,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",2021,Rock
37230BxxYs9ksS7OkZw3IU,Chencho Corleone,79,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2021,Reggae
4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda,72,"['broadway', 'show tunes']",2021,Other
5szilpXHcwOqnyKLqGco5j,Faye Webster,71,"['atlanta indie', 'indie pop']",2021,Indie
4oLeXFyACqeem2VImYeBFe,Fred again..,78,"['edm', 'house', 'stutter house']",2021,House
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,78,"['dance pop', 'pop']",2021,Pop
540vIaP2JwjQb9dm3aArA4,DJ Snake,79,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",2021,Pop
2cFrymmkijnjDg9SS92EPM,blackbear,74,"['alt z', 'pop']",2021,Pop
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,76,"['irish rock', 'pop rock', 'rock']",2021,Rock
4PPoI9LuYeFX8V674Z1R6l,Vicente Fernández,77,"['mariachi', 'ranchera']",2021,Other
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,81,['electro house'],2021,House
5jG6uRqinuI83luutMpW6y,Gavin Adcock,69,['modern country pop'],2021,Pop
5SXEylV07TC57eanSxxg4R,Stick Figure,71,"['reggae fusion', 'reggae rock']",2021,Reggae
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,79,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",2021,Reggae
70BYFdaZbEKbeauJ670ysI,Shinedown,71,"['alternative metal', 'nu metal', 'post-grunge']",2021,Metal
7kNqXtgeIwFtelmRjWv205,John Summit,74,['house'],2021,House
78YqeIji3mgAS2K1Maca6x,Dylan Scott,71,"['contemporary country', 'country road', 'modern country rock']",2021,Country
20sxb77xiYeusSH8cVdatc,Meek Mill,73,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2021,Hip Hop
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,76,"['modern rock', 'rock']",2021,Rock
